outer_i,val_human,val_ai,test_human,test_ai,n_train,n_val,n_test,selected_load_name,selected_model,selected_model_params,selected_vectorizer,val_f1_macro,val_balanced_accuracy,test_f1_macro,test_balanced_accuracy,val_precision_macro,val_precision_weighted,val_recall_macro,val_recall_weighted,val_mcc,val_cohen_kappa,val_per_class_metrics,test_precision_macro,test_precision_weighted,test_recall_macro,test_recall_weighted,test_mcc,test_cohen_kappa,test_per_class_metrics
30,Eve,GPT5,David,GPT4.1,1688,873,2094,cids_ws30_st30_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.31475667189952905,0.5,0.4452980132450331,0.5,0.22966781214203894,0.21098921573644358,0.5,0.45933562428407787,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 472.0}, ""human"": {""f1-score"": 0.6295133437990581, ""precision"": 0.45933562428407787, ""recall"": 1.0, ""support"": 401.0}}",0.40138490926456544,0.6444393815412938,0.5,0.8027698185291309,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 413.0}, ""human"": {""f1-score"": 0.8905960264900662, ""precision"": 0.8027698185291309, ""recall"": 1.0, ""support"": 1681.0}}"
31,Frank,GPT5,Bob,GPT4.1_V2,9728,1898,2340,cids_ws20_st10_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.20218579234972678,0.5,0.3739967897271268,0.5,0.1267123287671233,0.06422405704635016,0.5,0.2534246575342466,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 1417.0}, ""human"": {""f1-score"": 0.40437158469945356, ""precision"": 0.2534246575342466, ""recall"": 1.0, ""support"": 481.0}}",0.2987179487179487,0.35692965154503614,0.5,0.5974358974358974,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 942.0}, ""human"": {""f1-score"": 0.7479935794542536, ""precision"": 0.5974358974358974, ""recall"": 1.0, ""support"": 1398.0}}"
32,Alice,GPT4o,Charlie,GPT4.1_V2,5385,841,749,cids_ws40_st20_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.3575248281130634,0.5,0.2714007782101167,0.5,0.27824019024970276,0.3096704138807631,0.5,0.5564803804994055,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 373.0}, ""human"": {""f1-score"": 0.7150496562261268, ""precision"": 0.5564803804994055, ""recall"": 1.0, ""support"": 468.0}}",0.1862483311081442,0.13875376336227566,0.5,0.3724966622162884,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 470.0}, ""human"": {""f1-score"": 0.5428015564202334, ""precision"": 0.3724966622162884, ""recall"": 1.0, ""support"": 279.0}}"
33,Charlie,GPT5,Alice,GPT4o,3435,659,561,cids_ws30_st30_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.22104018912529552,0.5,0.35738831615120276,0.5,0.1418816388467375,0.08052159776734419,0.5,0.283763277693475,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 472.0}, ""human"": {""f1-score"": 0.44208037825059104, ""precision"": 0.283763277693475, ""recall"": 1.0, ""support"": 187.0}}",0.27807486631016043,0.3093025250936544,0.5,0.5561497326203209,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 249.0}, ""human"": {""f1-score"": 0.7147766323024055, ""precision"": 0.5561497326203209, ""recall"": 1.0, ""support"": 312.0}}"
34,Charlie,GPT4o,Bob,GPT4.1_V2,3439,436,780,cids_ws30_st30_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.3001605136436597,0.5,0.3739967897271268,0.5,0.21444954128440366,0.18395442302836462,0.5,0.4288990825688073,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 249.0}, ""human"": {""f1-score"": 0.6003210272873194, ""precision"": 0.4288990825688073, ""recall"": 1.0, ""support"": 187.0}}",0.2987179487179487,0.3569296515450362,0.5,0.5974358974358974,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 314.0}, ""human"": {""f1-score"": 0.7479935794542536, ""precision"": 0.5974358974358974, ""recall"": 1.0, ""support"": 466.0}}"
35,Eve,GPT5,Bob,GPT4.1_V2,3002,873,780,cids_ws30_st30_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.31475667189952905,0.5,0.3739967897271268,0.5,0.22966781214203894,0.21098921573644358,0.5,0.45933562428407787,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 472.0}, ""human"": {""f1-score"": 0.6295133437990581, ""precision"": 0.45933562428407787, ""recall"": 1.0, ""support"": 401.0}}",0.2987179487179487,0.3569296515450362,0.5,0.5974358974358974,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 314.0}, ""human"": {""f1-score"": 0.7479935794542536, ""precision"": 0.5974358974358974, ""recall"": 1.0, ""support"": 466.0}}"
36,Eve,GPT4.1_V2,Frank,GPT4o,7059,1428,818,cids_ws30_st15_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.35935397039030953,0.5,0.281195079086116,0.5,0.2804621848739496,0.3146361485770779,0.5,0.5609243697478992,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 627.0}, ""human"": {""f1-score"": 0.7187079407806191, ""precision"": 0.5609243697478992, ""recall"": 1.0, ""support"": 801.0}}",0.19559902200489,0.15303590963707775,0.5,0.39119804400978,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 498.0}, ""human"": {""f1-score"": 0.562390158172232, ""precision"": 0.39119804400978, ""recall"": 1.0, ""support"": 320.0}}"
37,Frank,GPT4.1_V2,Bob,GPT5,4859,710,1406,cids_ws40_st20_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.25263157894736843,0.5,0.33174904942965777,0.5,0.16901408450704225,0.11426304304701448,0.5,0.3380281690140845,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 470.0}, ""human"": {""f1-score"": 0.5052631578947369, ""precision"": 0.3380281690140845, ""recall"": 1.0, ""support"": 240.0}}",0.24822190611664297,0.24645645870471805,0.5,0.49644381223328593,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 708.0}, ""human"": {""f1-score"": 0.6634980988593155, ""precision"": 0.49644381223328593, ""recall"": 1.0, ""support"": 698.0}}"
38,Alice,GPT4.1_V2,Eve,GPT5,4729,938,1308,cids_ws40_st20_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.3328591749644381,0.5,0.31446540880503143,0.5,0.24946695095948826,0.24893503848409487,0.5,0.4989339019189765,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 470.0}, ""human"": {""f1-score"": 0.6657183499288762, ""precision"": 0.4989339019189765, ""recall"": 1.0, ""support"": 468.0}}",0.22935779816513763,0.21041999831664002,0.5,0.45871559633027525,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 708.0}, ""human"": {""f1-score"": 0.6289308176100629, ""precision"": 0.45871559633027525, ""recall"": 1.0, ""support"": 600.0}}"
39,Bob,GPT4.1_V2,Eve,GPT4o,4834,1168,973,cids_ws40_st20_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.3740621650589496,0.5,0.3814367450731087,0.5,0.2988013698630137,0.357129034528054,0.5,0.5976027397260274,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 470.0}, ""human"": {""f1-score"": 0.7481243301178992, ""precision"": 0.5976027397260274, ""recall"": 1.0, ""support"": 698.0}}",0.30832476875642345,0.38025665211480797,0.5,0.6166495375128469,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 373.0}, ""human"": {""f1-score"": 0.7628734901462174, ""precision"": 0.6166495375128469, ""recall"": 1.0, ""support"": 600.0}}"
40,David,GPT5,Bob,GPT4o,1787,2153,715,cids_ws30_st30_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.4384454877412624,0.5,0.39458086367485184,0.5,0.3903855085926614,0.6096033812766036,0.5,0.7807710171853228,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 472.0}, ""human"": {""f1-score"": 0.8768909754825248, ""precision"": 0.7807710171853228, ""recall"": 1.0, ""support"": 1681.0}}",0.3258741258741259,0.42477578365690255,0.5,0.6517482517482518,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 249.0}, ""human"": {""f1-score"": 0.7891617273497037, ""precision"": 0.6517482517482518, ""recall"": 1.0, ""support"": 466.0}}"
41,Eve,GPT4.1_V2,Alice,GPT5,6309,1428,1568,cids_ws30_st15_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.35935397039030953,0.5,0.2846715328467153,0.5,0.2804621848739496,0.3146361485770779,0.5,0.5609243697478992,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 627.0}, ""human"": {""f1-score"": 0.7187079407806191, ""precision"": 0.5609243697478992, ""recall"": 1.0, ""support"": 801.0}}",0.1989795918367347,0.15837151187005416,0.5,0.3979591836734694,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 944.0}, ""human"": {""f1-score"": 0.5693430656934306, ""precision"": 0.3979591836734694, ""recall"": 1.0, ""support"": 624.0}}"
42,Charlie,GPT5,Alice,GPT4.1,3271,659,725,cids_ws30_st30_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.22104018912529552,0.5,0.3008678881388621,0.5,0.1418816388467375,0.08052159776734419,0.5,0.283763277693475,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 472.0}, ""human"": {""f1-score"": 0.44208037825059104, ""precision"": 0.283763277693475, ""recall"": 1.0, ""support"": 187.0}}",0.21517241379310345,0.18519667063020215,0.5,0.4303448275862069,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 413.0}, ""human"": {""f1-score"": 0.6017357762777242, ""precision"": 0.4303448275862069, ""recall"": 1.0, ""support"": 312.0}}"
43,Alice,GPT5,Bob,GPT4.1_V2,9272,2354,2340,cids_ws20_st10_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.28471589182619267,0.5,0.3739967897271268,0.5,0.1990229396771453,0.15844052207093043,0.5,0.3980458793542906,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 1417.0}, ""human"": {""f1-score"": 0.5694317836523853, ""precision"": 0.3980458793542906, ""recall"": 1.0, ""support"": 937.0}}",0.2987179487179487,0.35692965154503614,0.5,0.5974358974358974,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 942.0}, ""human"": {""f1-score"": 0.7479935794542536, ""precision"": 0.5974358974358974, ""recall"": 1.0, ""support"": 1398.0}}"
44,Eve,GPT4.1_V2,Charlie,GPT5,6560,1428,1317,cids_ws30_st15_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.35935397039030953,0.5,0.22071005917159764,0.5,0.2804621848739496,0.3146361485770779,0.5,0.5609243697478992,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 627.0}, ""human"": {""f1-score"": 0.7187079407806191, ""precision"": 0.5609243697478992, ""recall"": 1.0, ""support"": 801.0}}",0.1416097190584662,0.0802132501272709,0.5,0.2832194381169324,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 944.0}, ""human"": {""f1-score"": 0.4414201183431953, ""precision"": 0.2832194381169324, ""recall"": 1.0, ""support"": 373.0}}"
45,David,GPT5,Charlie,GPT4o,2066,2153,436,cids_ws30_st30_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.4384454877412624,0.5,0.3001605136436597,0.5,0.3903855085926614,0.6096033812766036,0.5,0.7807710171853228,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 472.0}, ""human"": {""f1-score"": 0.8768909754825248, ""precision"": 0.7807710171853228, ""recall"": 1.0, ""support"": 1681.0}}",0.21444954128440366,0.18395442302836462,0.5,0.4288990825688073,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 249.0}, ""human"": {""f1-score"": 0.6003210272873194, ""precision"": 0.4288990825688073, ""recall"": 1.0, ""support"": 187.0}}"
46,Alice,GPT4.1_V2,Eve,GPT4o,5064,938,973,cids_ws40_st20_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.3328591749644381,0.5,0.3814367450731087,0.5,0.24946695095948826,0.24893503848409487,0.5,0.4989339019189765,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 470.0}, ""human"": {""f1-score"": 0.6657183499288762, ""precision"": 0.4989339019189765, ""recall"": 1.0, ""support"": 468.0}}",0.30832476875642345,0.38025665211480797,0.5,0.6166495375128469,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 373.0}, ""human"": {""f1-score"": 0.7628734901462174, ""precision"": 0.6166495375128469, ""recall"": 1.0, ""support"": 600.0}}"
47,David,GPT4.1,Alice,GPT5,2660,3139,1176,cids_ws40_st20_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.44540636042402826,0.5,0.2846715328467153,0.5,0.4015610066900287,0.645004968375637,0.5,0.8031220133800574,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 618.0}, ""human"": {""f1-score"": 0.8908127208480565, ""precision"": 0.8031220133800574, ""recall"": 1.0, ""support"": 2521.0}}",0.1989795918367347,0.15837151187005413,0.5,0.3979591836734694,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 708.0}, ""human"": {""f1-score"": 0.5693430656934306, ""precision"": 0.3979591836734694, ""recall"": 1.0, ""support"": 468.0}}"
48,Charlie,GPT4.1,Alice,GPT4.1_V2,3429,600,626,cids_ws30_st30_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.23761118170266837,0.5,0.3326226012793177,0.5,0.15583333333333332,0.0971361111111111,0.5,0.31166666666666665,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 413.0}, ""human"": {""f1-score"": 0.47522236340533675, ""precision"": 0.31166666666666665, ""recall"": 1.0, ""support"": 187.0}}",0.24920127795527156,0.24840510773816205,0.5,0.4984025559105431,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 314.0}, ""human"": {""f1-score"": 0.6652452025586354, ""precision"": 0.4984025559105431, ""recall"": 1.0, ""support"": 312.0}}"
49,David,GPT4.1_V2,Bob,GPT5,2578,2991,1406,cids_ws40_st20_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.45736574746008707,0.5,0.33174904942965777,0.5,0.4214309595453026,0.7104162146530978,0.5,0.8428619190906051,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 470.0}, ""human"": {""f1-score"": 0.9147314949201741, ""precision"": 0.8428619190906051, ""recall"": 1.0, ""support"": 2521.0}}",0.24822190611664297,0.24645645870471805,0.5,0.49644381223328593,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 708.0}, ""human"": {""f1-score"": 0.6634980988593155, ""precision"": 0.49644381223328593, ""recall"": 1.0, ""support"": 698.0}}"
50,Alice,GPT4o,David,GPT5,2905,841,3229,cids_ws40_st20_soft_cid,dummy_most_frequent,{},"VectorizerConfig(analyzer='word', ngram_range=(1, 1), min_df=1, max_df=1.0, sublinear_tf=False, lowercase=True, max_features=1000, binary=False)",0.3575248281130634,0.5,0.4384347826086957,0.5,0.27824019024970276,0.3096704138807631,0.5,0.5564803804994055,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 373.0}, ""human"": {""f1-score"": 0.7150496562261268, ""precision"": 0.5564803804994055, ""recall"": 1.0, ""support"": 468.0}}",0.3903685351502013,0.6095503729412558,0.5,0.7807370703004026,0.0,0.0,"{""ai"": {""f1-score"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 708.0}, ""human"": {""f1-score"": 0.8768695652173913, ""precision"": 0.7807370703004026, ""recall"": 1.0, ""support"": 2521.0}}"
